id,emp_id,employee_name,department_name,payrun_name,period_start,period_end,gross_amount,deduction_amount,net_amount,payslip_status,payrun_status,sent_at,created_at
"3412","EMP-33CA16","Rahul Sengupta","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:15.483Z"
"3411","EMP-2C41F3","Pooja Agarwal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:15.144Z"
"3409","EMP-9F4A66","Nisha Chopra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","68800.00","5360.00","63440.00","Generated","Computed","2026-09-05T19:27:01.209Z","2026-09-05T16:15:15.140Z"
"3408","EMP-63FFD0","Rahul Das","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:14.737Z"
"3407","EMP-0DAABA","Neha Chatterjee","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:14.627Z"
"3406","EMP-769127","Simran Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:14.627Z"
"3405","EMP-352914","Varun Pillai","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:14.270Z"
"3404","EMP-C362EF","Nikhil Pandey","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","68000.00","5300.00","62700.00","Generated","Computed","2026-09-05T19:26:33.907Z","2026-09-05T16:15:14.239Z"
"3402","EMP-0C09F1","Reyansh Sharma","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.978Z"
"3401","EMP-769127","Simran Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.765Z"
"3400","EMP-28C386","Krishna Menon","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.749Z"
"3399","EMP-07509A","Varun Shah","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.659Z"
"3398","EMP-DF76DB","Ananya Menon","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","67200.00","5240.00","61960.00","Generated","Computed","2026-09-05T19:26:05.506Z","2026-09-05T16:15:13.657Z"
"3396","EMP-E64FD0","Ananya Chopra","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.363Z"
"3395","EMP-28C386","Krishna Menon","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.175Z"
"3394","EMP-4230E9","Kavya Banerjee","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.163Z"
"3393","EMP-A7011A","Meera Agarwal","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:13.086Z"
"3392","EMP-AFEE5B","Nisha Chatterjee","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","66400.00","5180.00","61220.00","Generated","Computed","2026-09-05T19:25:37.963Z","2026-09-05T16:15:13.084Z"
"3391","EMP-0DAABA","Neha Chatterjee","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:12.828Z"
"3389","EMP-4230E9","Kavya Banerjee","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:12.540Z"
"3388","EMP-2B423B","Rohan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:12.536Z"
"3387","EMP-C7FBCE","Shreya Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:12.534Z"
"3386","EMP-9DE65A","Sai Pandey","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","65600.00","5120.00","60480.00","Generated","Computed","2026-09-05T19:25:10.368Z","2026-09-05T16:15:12.520Z"
"3384","EMP-769127","Simran Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:12.236Z"
"3383","EMP-C7FBCE","Shreya Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.944Z"
"3382","EMP-A34F0C","Gaurav Chatterjee","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.938Z"
"3381","EMP-E5316F","Meera Joshi","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.936Z"
"3380","EMP-373BCD","Vivaan Ghosh","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","64800.00","5060.00","59740.00","Generated","Computed","2026-09-05T19:24:43.836Z","2026-09-05T16:15:11.924Z"
"3378","EMP-28C386","Krishna Menon","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.630Z"
"3377","EMP-E5316F","Meera Joshi","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.319Z"
"3376","EMP-593F92","Ayaan Menon","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.314Z"
"3375","EMP-A771AB","Krishna Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.312Z"
"3374","EMP-63B1D1","Riya Krishnan","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","64000.00","5000.00","59000.00","Generated","Computed","2026-09-05T19:24:16.239Z","2026-09-05T16:15:11.311Z"
"3373","EMP-4230E9","Kavya Banerjee","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:11.007Z"
"3371","EMP-A771AB","Krishna Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.734Z"
"3370","EMP-33CA16","Rahul Sengupta","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.732Z"
"3369","EMP-7E296F","Siddharth Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.730Z"
"3368","EMP-A9E145","Neha Kapoor","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","63200.00","4940.00","58260.00","Generated","Computed","2026-09-05T19:23:48.787Z","2026-09-05T16:15:10.729Z"
"3366","EMP-C7FBCE","Shreya Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.452Z"
"3365","EMP-6B6E3D","Krishna Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.167Z"
"3364","EMP-63FFD0","Rahul Das","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.166Z"
"3363","EMP-8D4B72","Aditya Shah","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","62400.00","4880.00","57520.00","Generated","Computed","2026-09-05T19:23:21.922Z","2026-09-05T16:15:10.164Z"
"3362","EMP-7E296F","Siddharth Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:10.032Z"
"3360","EMP-E5316F","Meera Joshi","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.882Z"
"3359","EMP-0C09F1","Reyansh Sharma","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.620Z"
"3358","EMP-49902F","Anjali Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.619Z"
"3357","EMP-27173F","Sanjay Agarwal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","61600.00","4820.00","56780.00","Generated","Computed","2026-09-05T19:23:16.414Z","2026-09-05T16:15:09.617Z"
"3356","EMP-6B6E3D","Krishna Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.476Z"
"3354","EMP-A771AB","Krishna Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.343Z"
"3353","EMP-E64FD0","Ananya Chopra","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.059Z"
"3352","EMP-04DC66","Deepak Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:09.059Z"
"3351","EMP-DECF50","Nisha Joshi","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","60800.00","4760.00","56040.00","Generated","Computed","2026-09-05T19:22:49.168Z","2026-09-05T16:15:09.058Z"
"3350","EMP-49902F","Anjali Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.821Z"
"3348","EMP-7E296F","Siddharth Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.781Z"
"3347","EMP-0DAABA","Neha Chatterjee","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.425Z"
"3346","EMP-821759","Kavya Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.422Z"
"3345","EMP-334E8F","Aarav Ghosh","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","60000.00","4700.00","55300.00","Generated","Computed","2026-09-05T19:22:43.688Z","2026-09-05T16:15:08.422Z"
"3344","EMP-04DC66","Deepak Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.150Z"
"3343","EMP-6B6E3D","Krishna Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:08.147Z"
"3341","EMP-C9D423","Neha Gupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:07.275Z"
"3340","EMP-769127","Simran Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:07.210Z"
"3339","EMP-43F6C1","Ishaan Malhotra","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","59200.00","4640.00","54560.00","Generated","Computed","2026-09-05T19:22:36.006Z","2026-09-05T16:15:07.207Z"
"3338","EMP-821759","Kavya Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.993Z"
"3336","EMP-49902F","Anjali Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.918Z"
"3335","EMP-0032EB","Nikhil Chauhan","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.711Z"
"3334","EMP-28C386","Krishna Menon","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.625Z"
"3333","EMP-85224C","Kavya Reddy","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","58400.00","4580.00","53820.00","Generated","Computed","2026-09-05T19:22:08.195Z","2026-09-05T16:15:06.619Z"
"3332","EMP-C9D423","Neha Gupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.456Z"
"3330","EMP-04DC66","Deepak Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.361Z"
"3329","EMP-633EC5","Naveen Iyer","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.170Z"
"3328","EMP-4230E9","Kavya Banerjee","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:06.098Z"
"3327","EMP-14F1B9","Neha Verma","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","57600.00","4520.00","53080.00","Generated","Computed","2026-09-05T19:22:02.999Z","2026-09-05T16:15:06.068Z"
"3326","EMP-0032EB","Nikhil Chauhan","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.851Z"
"3324","EMP-821759","Kavya Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.797Z"
"3323","EMP-5FC753","Siddharth Reddy","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.550Z"
"3322","EMP-C7FBCE","Shreya Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.539Z"
"3321","EMP-29137D","Nisha Saxena","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","56800.00","4460.00","52340.00","Generated","Computed","2026-09-05T19:21:35.837Z","2026-09-05T16:15:05.535Z"
"3320","EMP-633EC5","Naveen Iyer","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.285Z"
"3318","EMP-C9D423","Neha Gupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:05.280Z"
"3317","EMP-E5316F","Meera Joshi","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.971Z"
"3316","EMP-D37FDD","Nikhil Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.970Z"
"3315","EMP-46D710","Naveen Rao","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","56000.00","4400.00","51600.00","Generated","Computed","2026-09-05T19:21:30.170Z","2026-09-05T16:15:04.968Z"
"3314","EMP-5FC753","Siddharth Reddy","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.695Z"
"3312","EMP-0032EB","Nikhil Chauhan","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.692Z"
"3311","EMP-A771AB","Krishna Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.422Z"
"3310","EMP-487FAF","Deepak Bhatia","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.420Z"
"3309","EMP-9753BA","Aditya Pandey","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","55200.00","4340.00","50860.00","Generated","Computed","2026-09-05T19:21:02.497Z","2026-09-05T16:15:04.419Z"
"3308","EMP-D37FDD","Nikhil Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.151Z"
"3306","EMP-633EC5","Naveen Iyer","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:04.141Z"
"3305","EMP-7E296F","Siddharth Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.841Z"
"3304","EMP-CAB3DA","Kabir Verma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.839Z"
"3303","EMP-B030CD","Shreya Deshmukh","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","54400.00","4280.00","50120.00","Generated","Computed","2026-09-05T19:20:56.822Z","2026-09-05T16:15:03.837Z"
"3302","EMP-487FAF","Deepak Bhatia","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.532Z"
"3301","EMP-5FC753","Siddharth Reddy","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.529Z"
"3299","EMP-6B6E3D","Krishna Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.227Z"
"3298","EMP-FB4A53","Pooja Bansal","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:03.226Z"
"3297","EMP-54A415","Kabir Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","53600.00","4220.00","49380.00","Generated","Computed","2026-09-05T19:20:51.169Z","2026-09-05T16:15:03.224Z"
"3296","EMP-CAB3DA","Kabir Verma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.959Z"
"3294","EMP-D37FDD","Nikhil Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.954Z"
"3293","EMP-49902F","Anjali Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.689Z"
"3292","EMP-1A3F5F","Shreya Deshmukh","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.687Z"
"3291","EMP-B0A6B8","Kavya Bose","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","52800.00","4160.00","48640.00","Generated","Computed","2026-09-05T19:20:45.059Z","2026-09-05T16:15:02.686Z"
"3290","EMP-FB4A53","Pooja Bansal","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.417Z"
"3289","EMP-487FAF","Deepak Bhatia","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.414Z"
"3287","EMP-04DC66","Deepak Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.105Z"
"3286","EMP-363EFE","Nisha Kapoor","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","52000.00","4100.00","47900.00","Generated","Computed","2026-09-05T19:20:39.881Z","2026-09-05T16:15:02.072Z"
"3285","EMP-414629","Ishaan Shah","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:02.070Z"
"3284","EMP-CAB3DA","Kabir Verma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.833Z"
"3283","EMP-1A3F5F","Shreya Deshmukh","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.788Z"
"3281","EMP-821759","Kavya Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.563Z"
"3280","EMP-190639","Meera Malhotra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","51200.00","4040.00","47160.00","Generated","Computed","2026-09-05T19:20:12.429Z","2026-09-05T16:15:01.560Z"
"3279","EMP-B9CB81","Sai Mehta","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.377Z"
"3278","EMP-FB4A53","Pooja Bansal","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.289Z"
"3277","EMP-414629","Ishaan Shah","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:01.071Z"
"3275","EMP-C9D423","Neha Gupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:00.966Z"
"3274","EMP-3CA43C","Deepak Das","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","50400.00","3980.00","46420.00","Generated","Computed","2026-09-05T19:19:45.350Z","2026-09-05T16:15:00.963Z"
"3273","EMP-C290EE","Amit Verma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:00.773Z"
"3272","EMP-1A3F5F","Shreya Deshmukh","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:00.669Z"
"3271","EMP-B9CB81","Sai Mehta","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:00.471Z"
"3269","EMP-0032EB","Nikhil Chauhan","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:00.406Z"
